Latitude (decimal degrees):	54.3285
Longitude (decimal degrees):	-5.7178
Source:	Open-Meteo Historical Weather API (ERA5/ECMWF)
Location:	Down

time,temperature_2m
20251003:2330,10.1
20251004:0000,10.1
20251004:0030,9.8
20251004:0100,9.4
20251004:0130,9.2
20251004:0200,9.1
20251004:0230,9.0
20251004:0300,8.9
20251004:0330,8.9
20251004:0400,8.8
20251004:0430,8.6
20251004:0500,8.4
20251004:0530,8.5
20251004:0600,8.6
20251004:0630,8.5
20251004:0700,8.4
20251004:0730,8.9
20251004:0800,9.3
20251004:0830,9.9
20251004:0900,10.4
20251004:0930,10.8
20251004:1000,11.2
20251004:1030,11.3
20251004:1100,11.5
20251004:1130,11.8
20251004:1200,12.2
20251004:1230,12.5
20251004:1300,12.8
20251004:1330,12.7
20251004:1400,12.6
20251004:1430,12.6
20251004:1500,12.7
20251004:1530,12.4
20251004:1600,12.2
20251004:1630,11.9
20251004:1700,11.6
20251004:1730,11.5
20251004:1800,11.4
20251004:1830,11.4
20251004:1900,11.3
20251004:1930,11.4
20251004:2000,11.4
20251004:2030,11.4
20251004:2100,11.4
20251004:2130,11.3
20251004:2200,11.2
20251004:2230,11.1
20251004:2300,11.1
20251004:2330,10.9
20251005:0000,10.7
20251005:0030,10.8
20251005:0100,10.8
20251005:0130,10.7
20251005:0200,10.6
20251005:0230,10.5
20251005:0300,10.4
20251005:0330,10.4
20251005:0400,10.4
20251005:0430,10.3
20251005:0500,10.2
20251005:0530,10.1
20251005:0600,9.9
20251005:0630,9.9
20251005:0700,9.9
20251005:0730,10.2
20251005:0800,10.6
20251005:0830,10.9
20251005:0900,11.3
20251005:0930,11.7
20251005:1000,12.1
20251005:1030,12.5
20251005:1100,12.9
20251005:1130,13.1
20251005:1200,13.3
20251005:1230,13.6
20251005:1300,13.9
20251005:1330,14.0
20251005:1400,14.1
20251005:1430,14.0
20251005:1500,13.9
20251005:1530,13.8
20251005:1600,13.6
20251005:1630,13.4
20251005:1700,13.2
20251005:1730,12.9
20251005:1800,12.6
20251005:1830,12.6
20251005:1900,12.6
20251005:1930,12.4
20251005:2000,12.2
20251005:2030,12.1
20251005:2100,12.1
20251005:2130,11.9
20251005:2200,11.8
20251005:2230,11.9
20251005:2300,12.1
20251005:2330,12.2
20251006:0000,12.3
20251006:0030,12.4
20251006:0100,12.4
20251006:0130,12.6
20251006:0200,12.7
20251006:0230,12.9
20251006:0300,13.1
20251006:0330,13.2
20251006:0400,13.3
20251006:0430,13.4
20251006:0500,13.4
20251006:0530,13.4
20251006:0600,13.4
20251006:0630,13.4
20251006:0700,13.5
20251006:0730,13.7
20251006:0800,13.8
20251006:0830,14.0
20251006:0900,14.2
20251006:0930,14.6
20251006:1000,14.9
20251006:1030,15.2
20251006:1100,15.5
20251006:1130,15.8
20251006:1200,16.2
20251006:1230,16.5
20251006:1300,16.8
20251006:1330,16.9
20251006:1400,17.0
20251006:1430,16.9
20251006:1500,16.8
20251006:1530,16.6
20251006:1600,16.5
20251006:1630,16.1
20251006:1700,15.7
20251006:1730,15.4
20251006:1800,15.2
20251006:1830,15.1
20251006:1900,15.1
20251006:1930,14.9
20251006:2000,14.8
20251006:2030,14.4
20251006:2100,13.9
20251006:2130,13.8
20251006:2200,13.6
20251006:2230,13.2
20251006:2300,12.9
20251006:2330,12.8
20251007:0000,12.6
20251007:0030,12.4
20251007:0100,12.2
20251007:0130,12.4
20251007:0200,12.7
20251007:0230,12.8
20251007:0300,12.9
20251007:0330,12.9
20251007:0400,13.0
20251007:0430,13.1
20251007:0500,13.1
20251007:0530,13.0
20251007:0600,12.9
20251007:0630,12.9
20251007:0700,13.0
20251007:0730,13.2
20251007:0800,13.5
20251007:0830,13.7
20251007:0900,13.8
20251007:0930,13.9
20251007:1000,14.1
20251007:1030,14.1
20251007:1100,14.2
20251007:1130,14.3
20251007:1200,14.5
20251007:1230,14.6
20251007:1300,14.7
20251007:1330,14.6
20251007:1400,14.4
20251007:1430,14.2
20251007:1500,14.0
20251007:1530,13.9
20251007:1600,13.8
20251007:1630,13.6
20251007:1700,13.4
20251007:1730,13.2
20251007:1800,12.9
20251007:1830,12.6
20251007:1900,12.2
20251007:1930,11.6
20251007:2000,10.9
20251007:2030,10.2
20251007:2100,9.4
20251007:2130,9.2
20251007:2200,8.9
20251007:2230,8.6
20251007:2300,8.3
20251007:2330,8.4
20251008:0000,8.5
20251008:0030,8.7
20251008:0100,8.9
20251008:0130,9.2
20251008:0200,9.6
20251008:0230,9.8
20251008:0300,9.9
20251008:0330,9.9
20251008:0400,9.9
20251008:0430,9.9
20251008:0500,9.9
20251008:0530,9.8
20251008:0600,9.6
20251008:0630,9.6
20251008:0700,9.6
20251008:0730,9.8
20251008:0800,9.9
20251008:0830,10.5
20251008:0900,11.1
20251008:0930,11.4
20251008:1000,11.8
20251008:1030,12.3
20251008:1100,12.8
20251008:1130,13.3
20251008:1200,13.8
20251008:1230,13.9
20251008:1300,13.9
20251008:1330,13.8
20251008:1400,13.7
20251008:1430,13.7
20251008:1500,13.7
20251008:1530,13.6
20251008:1600,13.6
20251008:1630,13.4
20251008:1700,13.2
20251008:1730,12.8
20251008:1800,12.4
20251008:1830,12.4
20251008:1900,12.4
20251008:1930,12.2
20251008:2000,12.1
20251008:2030,11.9
20251008:2100,11.7
20251008:2130,11.6
20251008:2200,11.4
20251008:2230,11.4
20251008:2300,11.4
20251008:2330,11.3
20251009:0000,11.2
20251009:0030,11.1
20251009:0100,11.1
20251009:0130,11.2
20251009:0200,11.4
20251009:0230,11.5
20251009:0300,11.6
20251009:0330,11.7
20251009:0400,11.8
20251009:0430,11.9
20251009:0500,11.9
20251009:0530,11.7
20251009:0600,11.4
20251009:0630,11.6
20251009:0700,11.8
20251009:0730,12.0
20251009:0800,12.2
20251009:0830,12.5
20251009:0900,12.8
20251009:0930,13.1
20251009:1000,13.4
20251009:1030,13.6
20251009:1100,13.8
20251009:1130,14.2
20251009:1200,14.6
20251009:1230,14.8
20251009:1300,15.1
20251009:1330,15.1
20251009:1400,15.1
20251009:1430,15.1
20251009:1500,15.2
20251009:1530,14.9
20251009:1600,14.6
20251009:1630,14.3
20251009:1700,14.1
20251009:1730,13.9
20251009:1800,13.8
20251009:1830,13.6
20251009:1900,13.4
20251009:1930,13.2
20251009:2000,13.1
20251009:2030,13.0
20251009:2100,12.9
20251009:2130,12.9
20251009:2200,12.8
20251009:2230,12.8
20251009:2300,12.7
20251009:2330,12.6
20251010:0000,12.6
20251010:0030,12.5
20251010:0100,12.4
20251010:0130,12.3
20251010:0200,12.2
20251010:0230,12.1
20251010:0300,11.9
20251010:0330,11.8
20251010:0400,11.7
20251010:0430,11.4
20251010:0500,11.1
20251010:0530,11.0
20251010:0600,10.9
20251010:0630,10.7
20251010:0700,10.4
20251010:0730,10.5
20251010:0800,10.6
20251010:0830,10.9
20251010:0900,11.2
20251010:0930,11.6
20251010:1000,11.9
20251010:1030,12.2
20251010:1100,12.6
20251010:1130,12.6
20251010:1200,12.5
20251010:1230,12.4
20251010:1300,12.4
20251010:1330,12.5
20251010:1400,12.6
20251010:1430,12.6
20251010:1500,12.6
20251010:1530,12.6
20251010:1600,12.6
20251010:1630,12.3
20251010:1700,12.1
20251010:1730,11.8
20251010:1800,11.4
20251010:1830,11.2
20251010:1900,11.1
20251010:1930,11.0
20251010:2000,10.9
20251010:2030,10.6
20251010:2100,10.3
20251010:2130,10.1
20251010:2200,9.9
20251010:2230,9.8
20251010:2300,9.7
20251010:2330,9.4
20251011:0000,9.1
20251011:0030,9.1
20251011:0100,9.2
20251011:0130,8.9
20251011:0200,8.6
20251011:0230,8.3
20251011:0300,8.1
20251011:0330,8.1
20251011:0400,8.1
20251011:0430,8.0
20251011:0500,7.9
20251011:0530,8.2
20251011:0600,8.6
20251011:0630,8.6
20251011:0700,8.5
20251011:0730,9.2
20251011:0800,9.8
20251011:0830,10.4
20251011:0900,11.1
20251011:0930,11.4
20251011:1000,11.7
20251011:1030,11.9
20251011:1100,12.1
20251011:1130,11.9
20251011:1200,11.7
20251011:1230,11.8
20251011:1300,12.0
20251011:1330,12.1
20251011:1400,12.1
20251011:1430,12.1
20251011:1500,12.1
20251011:1530,11.9
20251011:1600,11.8
20251011:1630,11.1
20251011:1700,10.4
20251011:1730,9.9
20251011:1800,9.4
20251011:1830,9.2
20251011:1900,8.9
20251011:1930,8.4
20251011:2000,7.9
20251011:2030,7.8
20251011:2100,7.6
20251011:2130,7.9
20251011:2200,8.2
20251011:2230,8.6
20251011:2300,8.9
20251011:2330,8.6
20251012:0000,8.2
20251012:0030,8.6
20251012:0100,9.0
20251012:0130,8.8
20251012:0200,8.6
20251012:0230,8.8
20251012:0300,9.1
20251012:0330,9.0
20251012:0400,8.9
20251012:0430,8.9
20251012:0500,8.9
20251012:0530,9.2
20251012:0600,9.5
20251012:0630,9.8
20251012:0700,10.0
20251012:0730,10.4
20251012:0800,10.9
20251012:0830,11.4
20251012:0900,11.9
20251012:0930,12.3
20251012:1000,12.7
20251012:1030,12.9
20251012:1100,13.2
20251012:1130,12.9
20251012:1200,12.6
20251012:1230,12.8
20251012:1300,13.0
20251012:1330,13.1
20251012:1400,13.1
20251012:1430,13.1
20251012:1500,13.1
20251012:1530,12.8
20251012:1600,12.4
20251012:1630,11.6
20251012:1700,10.8
20251012:1730,9.9
20251012:1800,9.1
20251012:1830,8.8
20251012:1900,8.5
20251012:1930,8.4
20251012:2000,8.4
20251012:2030,8.3
20251012:2100,8.2
20251012:2130,8.1
20251012:2200,8.1
20251012:2230,8.1
20251012:2300,8.1
20251012:2330,9.0
20251013:0000,9.9
20251013:0030,9.8
20251013:0100,9.7
20251013:0130,9.3
20251013:0200,8.9
20251013:0230,8.9
20251013:0300,8.9
20251013:0330,8.9
20251013:0400,9.0
20251013:0430,8.6
20251013:0500,8.1
20251013:0530,8.8
20251013:0600,9.5
20251013:0630,9.7
20251013:0700,9.9
20251013:0730,10.4
20251013:0800,10.9
20251013:0830,11.4
20251013:0900,11.9
20251013:0930,12.2
20251013:1000,12.4
20251013:1030,12.5
20251013:1100,12.6
20251013:1130,12.6
20251013:1200,12.6
20251013:1230,12.8
20251013:1300,12.9
20251013:1330,12.9
20251013:1400,12.9
20251013:1430,12.8
20251013:1500,12.7
20251013:1530,12.5
20251013:1600,12.3
20251013:1630,11.9
20251013:1700,11.4
20251013:1730,11.2
20251013:1800,10.9
20251013:1830,10.8
20251013:1900,10.7
20251013:1930,10.6
20251013:2000,10.4
20251013:2030,10.4
20251013:2100,10.5
20251013:2130,10.8
20251013:2200,11.0
20251013:2230,11.1
20251013:2300,11.2
20251013:2330,11.2
20251014:0000,11.2
20251014:0030,11.1
20251014:0100,11.1
20251014:0130,11.1
20251014:0200,11.1
20251014:0230,10.9
20251014:0300,10.8
20251014:0330,10.9
20251014:0400,10.9
20251014:0430,10.8
20251014:0500,10.7
20251014:0530,10.8
20251014:0600,10.8
20251014:0630,10.8
20251014:0700,10.8
20251014:0730,10.9
20251014:0800,11.1
20251014:0830,11.3
20251014:0900,11.5
20251014:0930,11.8
20251014:1000,12.2
20251014:1030,12.3
20251014:1100,12.4
20251014:1130,12.2
20251014:1200,12.1
20251014:1230,12.2
20251014:1300,12.4
20251014:1330,12.4
20251014:1400,12.4
20251014:1430,12.5
20251014:1500,12.6
20251014:1530,12.6
20251014:1600,12.5
20251014:1630,12.3
20251014:1700,12.2
20251014:1730,11.8
20251014:1800,11.4
20251014:1830,11.2
20251014:1900,10.9
20251014:1930,10.9
20251014:2000,10.8
20251014:2030,10.7
20251014:2100,10.5
20251014:2130,10.2
20251014:2200,9.9
20251014:2230,9.6
20251014:2300,9.2
20251014:2330,9.3
20251015:0000,9.4
20251015:0030,9.5
20251015:0100,9.6
20251015:0130,9.6
20251015:0200,9.7
20251015:0230,9.4
20251015:0300,9.2
20251015:0330,9.1
20251015:0400,9.0
20251015:0430,8.8
20251015:0500,8.7
20251015:0530,9.1
20251015:0600,9.4
20251015:0630,9.2
20251015:0700,9.1
20251015:0730,9.5
20251015:0800,9.9
20251015:0830,10.4
20251015:0900,10.8
20251015:0930,11.2
20251015:1000,11.5
20251015:1030,11.8
20251015:1100,12.1
20251015:1130,11.7
20251015:1200,11.3
20251015:1230,11.2
20251015:1300,11.2
20251015:1330,11.1
20251015:1400,11.1
20251015:1430,11.1
20251015:1500,11.0
20251015:1530,10.9
20251015:1600,10.9
20251015:1630,10.8
20251015:1700,10.6
20251015:1730,10.4
20251015:1800,10.2
20251015:1830,10.1
20251015:1900,10.0
20251015:1930,9.9
20251015:2000,9.9
20251015:2030,9.9
20251015:2100,9.9
20251015:2130,9.9
20251015:2200,9.8
20251015:2230,9.7
20251015:2300,9.6
20251015:2330,9.6
20251016:0000,9.7
20251016:0030,9.8
20251016:0100,9.8
20251016:0130,9.7
20251016:0200,9.6
20251016:0230,9.5
20251016:0300,9.4
20251016:0330,9.4
20251016:0400,9.3
20251016:0430,9.2
20251016:0500,9.2
20251016:0530,9.3
20251016:0600,9.5
20251016:0630,9.6
20251016:0700,9.6
20251016:0730,9.8
20251016:0800,10.0
20251016:0830,10.2
20251016:0900,10.4
20251016:0930,10.7
20251016:1000,10.9
20251016:1030,11.1
20251016:1100,11.2
20251016:1130,11.1
20251016:1200,11.1
20251016:1230,11.2
20251016:1300,11.4
20251016:1330,11.4
20251016:1400,11.4
20251016:1430,11.4
20251016:1500,11.4
20251016:1530,11.2
20251016:1600,11.1
20251016:1630,10.8
20251016:1700,10.6
20251016:1730,10.3
20251016:1800,10.1
20251016:1830,10.0
20251016:1900,9.9
20251016:1930,9.9
20251016:2000,9.8
20251016:2030,9.6
20251016:2100,9.4
20251016:2130,9.4
20251016:2200,9.5
20251016:2230,9.4
20251016:2300,9.4
20251016:2330,9.6
20251017:0000,9.8
20251017:0030,9.9
20251017:0100,10.0
20251017:0130,9.9
20251017:0200,9.9
20251017:0230,9.9
20251017:0300,10.0
20251017:0330,9.9
20251017:0400,9.8
20251017:0430,9.9
20251017:0500,10.0
20251017:0530,10.0
20251017:0600,10.0
20251017:0630,9.9
20251017:0700,9.9
20251017:0730,10.2
20251017:0800,10.4
20251017:0830,10.8
20251017:0900,11.1
20251017:0930,11.3
20251017:1000,11.6
20251017:1030,11.8
20251017:1100,11.9
20251017:1130,11.7
20251017:1200,11.4
20251017:1230,11.6
20251017:1300,11.8
20251017:1330,11.7
20251017:1400,11.6
20251017:1430,11.6
20251017:1500,11.6
20251017:1530,11.6
20251017:1600,11.5
20251017:1630,11.3
20251017:1700,11.1
20251017:1730,10.9
20251017:1800,10.8
20251017:1830,10.6
20251017:1900,10.4
20251017:1930,10.5
20251017:2000,10.6
20251017:2030,10.6
20251017:2100,10.6
20251017:2130,10.6
20251017:2200,10.6
20251017:2230,10.8
20251017:2300,10.9
20251017:2330,11.1
20251018:0000,11.3
20251018:0030,11.4
20251018:0100,11.4
20251018:0130,11.4
20251018:0200,11.4
20251018:0230,11.7
20251018:0300,11.9
20251018:0330,12.2
20251018:0400,12.4
20251018:0430,12.4
20251018:0500,12.4
20251018:0530,12.5
20251018:0600,12.6
20251018:0630,12.4
20251018:0700,12.3
20251018:0730,12.4
20251018:0800,12.6
20251018:0830,12.8
20251018:0900,12.9
20251018:0930,13.0
20251018:1000,13.1
20251018:1030,13.3
20251018:1100,13.6
20251018:1130,13.6
20251018:1200,13.6
20251018:1230,13.6
20251018:1300,13.6
20251018:1330,13.5
20251018:1400,13.4
20251018:1430,13.4
20251018:1500,13.4
20251018:1530,13.2
20251018:1600,12.9
20251018:1630,12.9
20251018:1700,12.8
20251018:1730,12.8
20251018:1800,12.7
20251018:1830,12.7
20251018:1900,12.7
20251018:1930,12.8
20251018:2000,12.8
20251018:2030,12.9
20251018:2100,12.9
20251018:2130,12.9
20251018:2200,12.8
20251018:2230,12.8
20251018:2300,12.7
20251018:2330,12.6
20251019:0000,12.4
20251019:0030,12.2
20251019:0100,12.1
20251019:0130,11.9
20251019:0200,11.8
20251019:0230,11.8
20251019:0300,11.8
20251019:0330,11.8
20251019:0400,11.8
20251019:0430,11.9
20251019:0500,12.0
20251019:0530,12.2
20251019:0600,12.3
20251019:0630,12.4
20251019:0700,12.5
20251019:0730,12.7
20251019:0800,12.9
20251019:0830,13.0
20251019:0900,13.1
20251019:0930,13.2
20251019:1000,13.3
20251019:1030,13.4
20251019:1100,13.4
20251019:1130,13.6
20251019:1200,13.8
20251019:1230,13.9
20251019:1300,13.9
20251019:1330,13.9
20251019:1400,13.9
20251019:1430,13.9
20251019:1500,13.9
20251019:1530,13.9
20251019:1600,13.9
20251019:1630,14.2
20251019:1700,14.4
20251019:1730,14.1
20251019:1800,13.8
20251019:1830,12.9
20251019:1900,12.0
20251019:1930,11.8
20251019:2000,11.7
20251019:2030,11.7
20251019:2100,11.7
20251019:2130,11.3
20251019:2200,11.0
20251019:2230,10.8
20251019:2300,10.7
20251019:2330,10.4
20251020:0000,10.2
20251020:0030,10.5
20251020:0100,10.8
20251020:0130,10.9
20251020:0200,10.9
20251020:0230,10.9
20251020:0300,10.9
20251020:0330,11.0
20251020:0400,11.1
20251020:0430,11.2
20251020:0500,11.4
20251020:0530,11.4
20251020:0600,11.4
20251020:0630,11.0
20251020:0700,10.6
20251020:0730,10.9
20251020:0800,11.2
20251020:0830,11.6
20251020:0900,12.1
20251020:0930,12.3
20251020:1000,12.6
20251020:1030,13.1
20251020:1100,13.5
20251020:1130,13.7
20251020:1200,13.9
20251020:1230,14.2
20251020:1300,14.5
20251020:1330,14.6
20251020:1400,14.6
20251020:1430,14.2
20251020:1500,13.8
20251020:1530,13.6
20251020:1600,13.3
20251020:1630,12.9
20251020:1700,12.4
20251020:1730,11.9
20251020:1800,11.4
20251020:1830,11.2
20251020:1900,10.9
20251020:1930,10.8
20251020:2000,10.6
20251020:2030,10.7
20251020:2100,10.8
20251020:2130,10.9
20251020:2200,10.9
20251020:2230,10.9
20251020:2300,10.9
20251020:2330,11.1
20251021:0000,11.2
20251021:0030,11.2
20251021:0100,11.2
20251021:0130,11.3
20251021:0200,11.4
20251021:0230,11.3
20251021:0300,11.2
20251021:0330,11.1
20251021:0400,11.1
20251021:0430,11.1
20251021:0500,11.0
20251021:0530,11.1
20251021:0600,11.2
20251021:0630,11.1
20251021:0700,11.1
20251021:0730,11.2
20251021:0800,11.3
20251021:0830,11.6
20251021:0900,11.9
20251021:0930,12.4
20251021:1000,12.8
20251021:1030,12.7
20251021:1100,12.6
20251021:1130,12.1
20251021:1200,11.7
20251021:1230,12.0
20251021:1300,12.3
20251021:1330,12.4
20251021:1400,12.5
20251021:1430,12.4
20251021:1500,12.3
20251021:1530,12.1
20251021:1600,11.8
20251021:1630,11.4
20251021:1700,11.1
20251021:1730,10.8
20251021:1800,10.4
20251021:1830,10.1
20251021:1900,9.7
20251021:1930,9.4
20251021:2000,9.2
20251021:2030,9.0
20251021:2100,8.8
20251021:2130,8.7
20251021:2200,8.5
20251021:2230,8.4
20251021:2300,8.4
20251021:2330,8.4
20251022:0000,8.5
20251022:0030,8.5
20251022:0100,8.5
20251022:0130,8.3
20251022:0200,8.2
20251022:0230,8.1
20251022:0300,8.0
20251022:0330,7.9
20251022:0400,7.8
20251022:0430,7.8
20251022:0500,7.7
20251022:0530,7.7
20251022:0600,7.7
20251022:0630,7.6
20251022:0700,7.4
20251022:0730,7.5
20251022:0800,7.6
20251022:0830,8.1
20251022:0900,8.7
20251022:0930,9.3
20251022:1000,9.9
20251022:1030,10.4
20251022:1100,10.9
20251022:1130,11.2
20251022:1200,11.6
20251022:1230,11.8
20251022:1300,11.9
20251022:1330,12.0
20251022:1400,12.1
20251022:1430,12.1
20251022:1500,12.0
20251022:1530,11.6
20251022:1600,11.1
20251022:1630,10.2
20251022:1700,9.4
20251022:1730,8.8
20251022:1800,8.1
20251022:1830,7.7
20251022:1900,7.2
20251022:1930,6.7
20251022:2000,6.2
20251022:2030,6.3
20251022:2100,6.4
20251022:2130,6.3
20251022:2200,6.2
20251022:2230,6.0
20251022:2300,5.8
20251022:2330,6.2
20251023:0000,6.7
20251023:0030,6.7
20251023:0100,6.6
20251023:0130,6.9
20251023:0200,7.3
20251023:0230,7.3
20251023:0300,7.3
20251023:0330,7.3
20251023:0400,7.3
20251023:0430,7.4
20251023:0500,7.6
20251023:0530,7.2
20251023:0600,6.7
20251023:0630,6.8
20251023:0700,7.0
20251023:0730,7.2
20251023:0800,7.5
20251023:0830,7.7
20251023:0900,7.9
20251023:0930,8.0
20251023:1000,8.1
20251023:1030,8.2
20251023:1100,8.3
20251023:1130,8.7
20251023:1200,9.1
20251023:1230,9.2
20251023:1300,9.3
20251023:1330,9.3
20251023:1400,9.3
20251023:1430,9.1
20251023:1500,8.9
20251023:1530,8.5
20251023:1600,8.1
20251023:1630,7.6
20251023:1700,7.1
20251023:1730,6.9
20251023:1800,6.7
20251023:1830,6.6
20251023:1900,6.4
20251023:1930,6.2
20251023:2000,6.1
20251023:2030,5.9
20251023:2100,5.7
20251023:2130,5.6
20251023:2200,5.5
20251023:2230,5.5
20251023:2300,5.4
20251023:2330,5.6
20251024:0000,5.8
20251024:0030,6.1
20251024:0100,6.4
20251024:0130,6.5
20251024:0200,6.6
20251024:0230,6.4
20251024:0300,6.2
20251024:0330,6.0
20251024:0400,5.8
20251024:0430,5.8
20251024:0500,5.8
20251024:0530,6.0
20251024:0600,6.3
20251024:0630,6.3
20251024:0700,6.4
20251024:0730,7.0
20251024:0800,7.5
20251024:0830,7.8
20251024:0900,8.1
20251024:0930,8.3
20251024:1000,8.6
20251024:1030,8.9
20251024:1100,9.2
20251024:1130,9.8
20251024:1200,10.4
20251024:1230,10.6
20251024:1300,10.8
20251024:1330,11.0
20251024:1400,11.2
20251024:1430,11.2
20251024:1500,11.2
20251024:1530,10.9
20251024:1600,10.6
20251024:1630,10.1
20251024:1700,9.7
20251024:1730,9.4
20251024:1800,9.1
20251024:1830,9.3
20251024:1900,9.6
20251024:1930,9.6
20251024:2000,9.7
20251024:2030,9.6
20251024:2100,9.6
20251024:2130,9.6
20251024:2200,9.6
20251024:2230,9.4
20251024:2300,9.3
20251024:2330,9.1
20251025:0000,8.8
20251025:0030,8.8
20251025:0100,8.8
20251025:0130,8.7
20251025:0200,8.6
20251025:0230,8.7
20251025:0300,8.8
20251025:0330,8.6
20251025:0400,8.3
20251025:0430,8.1
20251025:0500,7.8
20251025:0530,7.4
20251025:0600,7.1
20251025:0630,6.9
20251025:0700,6.8
20251025:0730,6.8
20251025:0800,6.7
20251025:0830,6.9
20251025:0900,7.1
20251025:0930,7.4
20251025:1000,7.8
20251025:1030,8.0
20251025:1100,8.2
20251025:1130,8.3
20251025:1200,8.4
20251025:1230,8.5
20251025:1300,8.6
20251025:1330,8.8
20251025:1400,9.1
20251025:1430,8.8
20251025:1500,8.4
20251025:1530,8.2
20251025:1600,8.0
20251025:1630,7.6
20251025:1700,7.2
20251025:1730,7.0
20251025:1800,6.8
20251025:1830,6.8
20251025:1900,6.7
20251025:1930,6.5
20251025:2000,6.2
20251025:2030,6.1
20251025:2100,6.0
20251025:2130,6.0
20251025:2200,6.1
20251025:2230,6.2
20251025:2300,6.2
20251025:2330,6.2
20251026:0000,6.1
20251026:0030,6.0
20251026:0100,5.9
20251026:0130,5.6
20251026:0200,5.3
20251026:0230,5.5
20251026:0300,5.8
20251026:0330,5.9
20251026:0400,6.1
20251026:0430,6.2
20251026:0500,6.2
20251026:0530,6.2
20251026:0600,6.2
20251026:0630,6.2
20251026:0700,6.3
20251026:0730,6.5
20251026:0800,6.8
20251026:0830,7.1
20251026:0900,7.4
20251026:0930,7.4
20251026:1000,7.4
20251026:1030,7.6
20251026:1100,7.8
20251026:1130,8.2
20251026:1200,8.6
20251026:1230,9.3
20251026:1300,10.1
20251026:1330,10.4
20251026:1400,10.8
20251026:1430,11.0
20251026:1500,11.2
20251026:1530,11.3
20251026:1600,11.4
20251026:1630,11.0
20251026:1700,10.6
20251026:1730,10.4
20251026:1800,10.2
20251026:1830,10.1
20251026:1900,9.9
20251026:1930,9.8
20251026:2000,9.6
20251026:2030,9.6
20251026:2100,9.6
20251026:2130,9.6
20251026:2200,9.5
20251026:2230,9.6
20251026:2300,9.6
20251026:2330,9.6
20251027:0000,9.6
20251027:0030,9.6
20251027:0100,9.5
20251027:0130,9.4
20251027:0200,9.4
20251027:0230,9.4
20251027:0300,9.3
20251027:0330,9.2
20251027:0400,9.2
20251027:0430,9.2
20251027:0500,9.2
20251027:0530,9.0
20251027:0600,8.8
20251027:0630,8.8
20251027:0700,8.8
20251027:0730,8.9
20251027:0800,8.9
20251027:0830,9.0
20251027:0900,9.1
20251027:0930,9.3
20251027:1000,9.6
20251027:1030,9.9
20251027:1100,10.2
20251027:1130,10.5
20251027:1200,10.8
20251027:1230,10.9
20251027:1300,11.0
20251027:1330,10.9
20251027:1400,10.9
20251027:1430,10.6
20251027:1500,10.3
20251027:1530,9.9
20251027:1600,9.6
20251027:1630,9.3
20251027:1700,9.1
20251027:1730,9.1
20251027:1800,9.1
20251027:1830,9.6
20251027:1900,10.1
20251027:1930,10.8
20251027:2000,11.4
20251027:2030,11.4
20251027:2100,11.5
20251027:2130,11.2
20251027:2200,10.9
20251027:2230,10.3
20251027:2300,9.7
20251027:2330,9.6
20251028:0000,9.6
20251028:0030,9.6
20251028:0100,9.6
20251028:0130,9.4
20251028:0200,9.3
20251028:0230,9.2
20251028:0300,9.1
20251028:0330,9.0
20251028:0400,8.9
20251028:0430,9.0
20251028:0500,9.1
20251028:0530,9.1
20251028:0600,9.1
20251028:0630,9.1
20251028:0700,9.1
20251028:0730,9.1
20251028:0800,9.1
20251028:0830,9.3
20251028:0900,9.6
20251028:0930,9.9
20251028:1000,10.2
20251028:1030,10.6
20251028:1100,10.9
20251028:1130,11.3
20251028:1200,11.7
20251028:1230,11.9
20251028:1300,12.1
20251028:1330,12.0
20251028:1400,11.9
20251028:1430,11.8
20251028:1500,11.6
20251028:1530,11.2
20251028:1600,10.8
20251028:1630,10.4
20251028:1700,9.9
20251028:1730,9.7
20251028:1800,9.5
20251028:1830,9.4
20251028:1900,9.4
20251028:1930,9.4
20251028:2000,9.3
20251028:2030,9.2
20251028:2100,9.2
20251028:2130,9.1
20251028:2200,9.1
20251028:2230,8.8
20251028:2300,8.6
20251028:2330,8.5
20251029:0000,8.4
20251029:0030,8.1
20251029:0100,7.7
20251029:0130,7.5
20251029:0200,7.2
20251029:0230,7.0
20251029:0300,6.8
20251029:0330,6.8
20251029:0400,6.7
20251029:0430,6.7
20251029:0500,6.6
20251029:0530,6.7
20251029:0600,6.8
20251029:0630,6.8
20251029:0700,6.8
20251029:0730,6.8
20251029:0800,6.8
20251029:0830,7.1
20251029:0900,7.4
20251029:0930,7.9
20251029:1000,8.4
20251029:1030,8.8
20251029:1100,9.2
20251029:1130,9.6
20251029:1200,10.1
20251029:1230,10.2
20251029:1300,10.4
20251029:1330,10.4
20251029:1400,10.3
20251029:1430,9.9
20251029:1500,9.4
20251029:1530,8.8
20251029:1600,8.1
20251029:1630,8.0
20251029:1700,7.9
20251029:1730,7.8
20251029:1800,7.8
20251029:1830,7.5
20251029:1900,7.2
20251029:1930,7.0
20251029:2000,6.8
20251029:2030,6.8
20251029:2100,6.8
20251029:2130,6.4
20251029:2200,6.0
20251029:2230,5.9
20251029:2300,5.8
20251029:2330,5.6
20251030:0000,5.4
20251030:0030,5.2
20251030:0100,5.0
20251030:0130,4.9
20251030:0200,4.8
20251030:0230,4.8
20251030:0300,4.7
20251030:0330,4.8
20251030:0400,4.8
20251030:0430,4.5
20251030:0500,4.3
20251030:0530,4.7
20251030:0600,5.1
20251030:0630,5.8
20251030:0700,6.4
20251030:0730,7.0
